Countries,C1,C2,C3
Moldova,0.022919477816779395,0.011842897731995681,0.5982239880915156
Madagascar,0.2609602950016204,0.10011705824507637,0.3714944055617685
Mexico,0.025635934447113255,0.21753635983310293,0.01677881441720208
North Macedonia,0.007093958642370573,0.020557707522370378,0.014695378069938142
Mali,0.3301627357987031,0.22127223523776304,0.016003752723003403
Malta,0.7574426304173651,0.002755992909926079,0.024897091759768692
Myanmar,0.5230179630544058,0.04747875225144774,0.09876859385322899
Montenegro,0.13742441769664873,0.01583143855485323,0.029649421044573566
Mongolia,0.07346748799746629,0.026748812254018935,0.03925191640480916
Mozambique,0.594894637676443,0.08190296156711652,0.08608947013920308
Mauritania,0.22729693604454013,0.1819136801343687,0.2339738352551776
Mauritius,0.44371141051032775,0.0015785905151426494,0.3477241194798011
Malawi,0.35422253169628665,0.0007045782132614954,1.384858152874384e-06
Malaysia,0.346702633345186,0.12955198585273398,0.005803543167983518
Namibia,0.0018107282526788491,0.09498022270331413,0.06562973077778736
Niger,0.17843072412566996,0.17190400460531072,0.14419650843846443
Nigeria,0.27918690596309953,0.04331465246422579,0.4128417429590515
Nicaragua,0.2312605724911241,0.1960759500515415,0.08769258563391961
Netherlands,0.8359565946441948,0.045004804699646815,0.011659132889468455
Norway,0.599955340176452,0.25965305026504054,0.0027696285263132886
Nepal,0.17489566109172705,0.3077791062934678,0.0072628793347663135
New Zealand,0.9244582977773425,0.006382894242915757,0.031863719078395865
Oman,0.1997191777091871,0.20307247283498078,0.11506954497481192
Pakistan,0.5054501953828701,6.217456792641707e-05,0.010315878784227038
Panama,0.12569240004365223,0.19512183809669556,0.0007438268331161726
Peru,0.01215201176693972,0.1581173859473806,0.014172120146195533
Philippines,4.970311287045352e-07,0.2080416155754567,0.1246339609973075
Papua New Guinea,0.002476322957582767,0.0007325097421894701,0.21669912309066122
Poland,0.07889318858172321,0.11936449926045269,0.11295288063095517
Portugal,0.7548606483947967,0.00019374486474702974,0.022273083712911458
Paraguay,0.14818937403109064,0.6028816582250385,0.06465503841983153
Qatar,0.1255667182715727,0.30887689874694363,0.0865040609738792
Romania,0.2686625042153949,0.036610387682576497,0.3786077987888158
Russian Federation,0.2364429449172025,0.061546151624521074,0.47355882712966924
Rwanda,0.01038246702200023,0.005556204706622073,0.3042106978337844
Saudi Arabia,0.13660148198569097,0.10108965206560934,0.013028798302796596
Sudan,0.5081410029979281,0.24533780782275108,0.1339457033478296
Senegal,0.28493413095200487,0.23948294674157855,0.02131576335834576
Singapore,0.6190296714124202,0.0005985591729345154,0.12451732896941697
Sierra Leone,0.5144882395876752,0.017126366209302028,0.007577767966473081
El Salvador,0.17115699722761432,0.35165135156356275,0.012862512264252236
Somalia,0.2779820528214933,0.17516476571202036,0.13802852756111778
Serbia,0.048020655142795715,0.0472811017130568,0.2156043720732748
Suriname,0.25311090556575594,0.486643072616936,0.0951932907476855
Slovak Republic,0.34795768449500947,0.015526416297985332,0.3063285852620763
Slovenia,0.5934291015630722,0.09177014109153658,0.018472899641077
Sweden,0.6159421656459393,0.018122872675409987,0.2398412836525632
Eswatini,0.46219793717740365,0.15997097966761026,0.04473589066891107
Seychelles,0.1471227400218662,9.06915602357641e-06,0.25747373780834615
Syrian Arab Republic,0.6389265751841858,0.15933406809679457,0.007222405185054032
Chad,0.8438956966221466,0.014041796169315559,0.006961489112976593
Togo,0.2535207085107614,0.25224269758359974,0.12582544019517758
Thailand,0.20447975697713217,0.17522802084585992,0.03859297235069505
Tajikistan,0.1053578866816249,0.30649882484165847,0.20407789805624185
Timor-Leste,0.005522595423979083,0.28940424487956784,0.015088513703377195
Trinidad and Tobago,0.04362676904590108,0.1462292439864905,0.48987141564744546
Tunisia,0.10810450409947593,9.816561822878871e-05,0.19050881363968017
Turkiye,0.1512612005468048,0.5654615776978971,0.14139656622850294
Taiwan,0.5040763297248354,0.04638442894560745,0.02044046044084874
Tanzania,0.06863774044119514,0.35553744583784486,0.2151065849042983
Uganda,0.055178618842589205,0.3797050031216194,0.03213549729573053
Ukraine,0.08313991406835675,0.44756766658110764,0.12865387749166673
Uruguay,0.28016386428162415,0.02292954069827398,6.500789623015484e-06
United States,0.48197053248801336,0.002305607766892867,0.29251599279307966
"Venezuela, RB",0.6920639547650304,0.16599613997615878,0.008060380551793936
Vietnam,0.08706618802109567,0.45365754413515275,0.013498433355160043
"Yemen, Rep.",0.3216561794679367,0.10731869746580601,0.0045372746864109
South Africa,0.13399468851944937,0.13618726743011203,0.024078252818425506
Zambia,0.1195889890954402,5.496627545199871e-05,0.013321602119009214
Zimbabwe,0.5741512296786776,0.21255165483961158,0.0207627766183036
