Countries,F1,F2,F3
Pakistan,-0.7906687650134205,0.30077019187234894,0.902391964086683
Panama,0.5251618862747242,0.46389324963529094,-0.23419490532960635
Peru,0.004907879902529518,0.547973749263794,-0.12635256278321372
Philippines,0.14457950131716563,0.7316363805311902,0.3363008011996915
Papua New Guinea,-0.30281056911210125,-0.5533440373638381,-1.3919697814431975
Poland,0.3040984915725554,-0.19324004771118491,-0.38924110177293797
Portugal,1.0308647343831834,0.42135650920121814,0.6507688940617178
Paraguay,-0.2552047921937943,0.7596113184942082,0.03703257925616578
Qatar,0.912479637353927,-2.4525730092195874,-0.09594963915436422
Romania,0.45992856242012076,0.11912302509600596,0.22651824913585641
Russian Federation,-0.5739447276719194,-0.8213915325705641,-1.0845542946394677
Rwanda,0.008349116072817957,0.04279836125242181,0.4056136393486578
Saudi Arabia,0.9841590759743709,-1.6425451331146388,-0.562815417934101
Sudan,-1.7331048502467197,-1.8866420620628392,1.2109513226745239
Senegal,-0.24525072111514334,0.4978408285428415,-0.21113111328571466
Singapore,1.6247881626737308,0.012467660960849739,1.3646920918052248
Sierra Leone,-1.0388746762730523,0.48311695650845704,1.8114841311170082
El Salvador,-0.352818938981422,0.4249744672647997,-0.6770170844427067
Somalia,-1.7459623286379637,1.5649615973304436,-0.5360976048147278
Serbia,-0.03953872262511969,0.0773017656767296,-0.2503057183632011
Suriname,-0.8149551874814585,-1.6945165543114316,1.2290111943160125
Slovak Republic,0.617944784858929,-0.07491072527203513,-0.23785750242138243
Slovenia,0.687591053570449,-0.1730170278902433,-0.2755630555959571
Sweden,1.8359472699339696,-0.8160198817583448,-0.7547936699445797
Eswatini,-0.700018805157498,0.008713471181856402,-1.4706647729761546
Seychelles,0.3704974131346838,0.43322771603577814,-0.2394234790643035
Syrian Arab Republic,-2.0606462809271053,-0.9475350253953961,2.367261125681604
Chad,-1.755051244272603,0.6098586229519954,0.7426216408744771
Togo,-0.4675319598360089,0.9495540580829994,-0.18248508020348053
Thailand,0.7197587499915914,0.34542501171986395,0.08046831632759797
Tajikistan,-0.7167850646489106,1.1012351746988087,0.1291196012816867
Timor-Leste,-0.17275806849897654,-2.89516501571978,-0.9808056232449601
Trinidad and Tobago,0.11413941444609732,-0.36622945972387766,1.4284351950232164
Tunisia,-0.13818875735747263,0.24957024857977347,-0.429212212790275
Turkiye,-0.548468217170285,-2.0181848905792625,2.2433741456136667
Taiwan,1.2044235081111971,0.6426550509618509,0.7506750120096378
Tanzania,-0.415157020678359,1.091340858012151,-0.16485755386352594
Uganda,-0.2624924240240351,1.0534840775555907,0.20294582701981254
Ukraine,-0.47029071474443207,-2.2007672223978845,-2.22712563832353
Uruguay,0.7223422138691017,0.36039221234962965,0.748492353298999
United States,1.1134017414358865,0.895980294149412,1.4206677865860164
"Venezuela, RB",-2.6918192122675553,-1.2090376661904532,1.3480425037666475
Vietnam,-0.39224564082466024,1.157722521532084,-0.07254856495697933
"Yemen, Rep.",-2.05821591685026,-0.807494985870574,1.8150866040188263
South Africa,0.29492745581519164,0.2802588278887509,-1.002060644384694
Zambia,-0.22660998359858278,-0.5877118222598471,-0.6055262023600809
Zimbabwe,-1.6640327450276737,-1.6466088244194175,1.1160183815713591
